drug_id,drug_name,category,form,strength,ndc,lot_number,manufacturer,location,quantity,daily_usage,reorder_point,reorder_quantity,cost_per_unit,total_value,expiration_date,expiry_ns,days_until_expiry,days_of_supply,below_reorder,expired
RX05227,Losartan 40mg,Antihypertensive,Injection,5mg/mL,81348-394-50,LOT593500,Roche,Pharmacy Main,426,248,2232,3472,0.64,272.64,2027-12-11,1828544211018893236,596,1,True,False
RX05228,Metoprolol 40mg,Antihypertensive,Oral Solution,10mg/mL,55763-157-32,LOT816486,Sanofi,ICU Satellite,3474,225,1125,3150,0.11,382.14,2028-09-25,1853513811018893236,885,15,False,False
RX05229,Carvedilol 40mg,Antihypertensive,IV Bag,40mg,44875-860-42,LOT988288,GlaxoSmithKline,ER Satellite,216,72,792,1008,0.41,88.56,2027-10-16,1823705811018893236,540,3,True,False
RX05230,Hydralazine 40mg,Antihypertensive,Patch,80mg,12006-803-69,LOT892670,AstraZeneca,OR Satellite,471,215,860,3010,0.32,150.72,2028-06-06,1843923411018893236,774,2,True,False
RX05231,Atorvastatin 40mg,Lipid-lowering,Inhaler,200mg,96667-774-13,LOT462866,Eli Lilly,Oncology Satellite,1056,45,360,630,0.24,253.44,2026-04-03,1775235411018893236,-21,23,False,True
RX05232,Rosuvastatin 40mg,Lipid-lowering,Suspension,400mg,80895-447-39,LOT333177,Amgen,Pediatrics Satellite,435,165,1485,2310,0.25,108.75,2027-06-08,1812473811018893236,410,2,True,False
RX05233,Simvastatin 40mg,Lipid-lowering,Tablet,25mg,69648-688-50,LOT474165,Gilead Sciences,Pharmacy Main,499,170,1700,2380,0.12,59.88,2028-04-30,1840726611018893236,737,2,True,False
RX05234,Omeprazole 40mg,GI,Capsule,50mg,82404-811-31,LOT406925,Baxter,ICU Satellite,87,67,804,938,0.82,71.34,2028-10-06,1854464211018893236,896,1,True,False
RX05235,Pantoprazole 40mg,GI,Injection,100mg,33580-619-95,LOT675536,Fresenius Kabi,ER Satellite,1456,194,970,2716,1.01,1470.56,2026-03-15,1773593811018893236,-40,7,False,True
RX05236,Ondansetron 40mg,GI,Oral Solution,250mg,86875-980-97,LOT471421,Hospira,OR Satellite,402,20,260,280,0.67,269.34,2026-09-11,1789145811018893236,140,20,False,False
RX05237,Metoclopramide 40mg,GI,IV Bag,500mg,30699-527-87,LOT551004,Mylan,Oncology Satellite,225,37,333,518,0.15,33.75,2027-09-21,1821545811018893236,515,6,True,False
RX05238,Famotidine 40mg,GI,Patch,1000mg,39880-829-27,LOT392088,Teva,Pediatrics Satellite,93,44,352,616,0.3,27.9,2028-04-25,1840294611018893236,732,2,True,False
RX05239,Morphine 40mg,Analgesic,Inhaler,5mg/mL,41275-155-41,LOT958087,Sandoz,Pharmacy Main,519,193,1158,2702,5.21,2703.99,2028-09-03,1851613011018893236,863,2,True,False
RX05240,Oxycodone 40mg,Analgesic,Suspension,10mg/mL,73746-356-86,LOT516738,Hikma,ICU Satellite,1496,248,744,3472,4.73,7076.08,2028-04-07,1838739411018893236,714,6,False,False
RX05241,Hydrocodone 40mg,Analgesic,Tablet,40mg,46924-402-16,LOT895536,Pfizer,ER Satellite,981,210,2310,2940,2.83,2776.23,2026-10-31,1793465811018893236,190,4,True,False
RX05242,Tramadol 40mg,Analgesic,Capsule,80mg,37588-710-84,LOT720621,Johnson & Johnson,OR Satellite,1973,235,3055,3290,1.5,2959.5,2027-04-16,1807894611018893236,357,8,True,False
RX05243,Fentanyl 40mg,Analgesic,Injection,200mg,78753-119-34,LOT335682,Merck,Oncology Satellite,748,70,770,980,13.91,10404.68,2028-04-23,1840121811018893236,730,10,True,False
RX05244,Ketorolac 40mg,Analgesic,Oral Solution,400mg,47680-669-62,LOT787195,AbbVie,Pediatrics Satellite,210,8,104,112,3.37,707.7,2026-11-25,1795625811018893236,215,26,False,False
RX05245,Ibuprofen 40mg,Analgesic,IV Bag,25mg,12667-440-17,LOT890572,Bristol-Myers Squibb,Pharmacy Main,604,64,832,896,0.28,169.12,2026-04-26,1777222611018893236,2,9,True,False
RX05246,Acetaminophen 40mg,Analgesic,Patch,50mg,86618-128-50,LOT223646,Novartis,ICU Satellite,4187,214,2140,2996,0.07,293.09,2028-01-15,1831568211018893236,631,19,False,False
RX05247,Naloxone 40mg,Emergency,Inhaler,100mg,17779-729-16,LOT606779,Roche,ER Satellite,432,144,1440,2016,42.15,18208.8,2027-07-22,1816275411018893236,454,3,True,False
RX05248,Epinephrine 40mg,Emergency,Suspension,250mg,84448-209-98,LOT175206,Sanofi,OR Satellite,526,66,660,924,59.91,31512.66,2027-10-17,1823792211018893236,541,7,True,False
RX05249,Atropine 40mg,Emergency,Tablet,500mg,13874-305-42,LOT473864,GlaxoSmithKline,Oncology Satellite,992,122,854,1708,19.29,19135.68,2028-07-31,1848675411018893236,829,8,False,False
RX05250,Adenosine 40mg,Emergency,Capsule,1000mg,79462-505-52,LOT806958,AstraZeneca,Pediatrics Satellite,2783,102,1122,1428,19.7,54825.1,2028-02-12,1833987411018893236,659,27,False,False
RX05251,Amiodarone 40mg,Cardiac,Injection,5mg/mL,46455-713-58,LOT524527,Eli Lilly,Pharmacy Main,6179,240,1440,3360,17.4,107514.6,2027-07-13,1815497811018893236,445,25,False,False
RX05252,Digoxin 40mg,Cardiac,Oral Solution,10mg/mL,17608-885-47,LOT992549,Amgen,ICU Satellite,226,98,490,1372,2.27,513.02,2026-10-20,1792515411018893236,179,2,True,False
RX05253,Furosemide 40mg,Cardiac,IV Bag,40mg,23844-656-10,LOT302333,Gilead Sciences,ER Satellite,2157,227,908,3178,0.11,237.27,2026-08-08,1786208211018893236,106,9,False,False
RX05254,Warfarin 40mg,Anticoagulant,Patch,80mg,56607-960-26,LOT928917,Baxter,OR Satellite,2433,113,678,1582,1.01,2457.33,2027-08-05,1817485011018893236,468,21,False,False
RX05255,Heparin 40mg,Anticoagulant,Inhaler,200mg,86135-352-56,LOT222648,Fresenius Kabi,Oncology Satellite,5121,138,966,1932,5.98,30623.58,2026-03-14,1773507411018893236,-41,37,False,True
RX05256,Enoxaparin 40mg,Anticoagulant,Suspension,400mg,53071-594-66,LOT491609,Hospira,Pediatrics Satellite,70,104,936,1456,32.77,2293.9,2027-11-22,1826902611018893236,577,0,True,False
RX05257,Clopidogrel 40mg,Anticoagulant,Tablet,25mg,16726-322-95,LOT876538,Mylan,Pharmacy Main,857,35,385,490,5.73,4910.61,2026-12-31,1798736211018893236,251,24,False,False
RX05258,Apixaban 40mg,Anticoagulant,Capsule,50mg,70284-422-29,LOT374333,Teva,ICU Satellite,201,27,243,378,28.31,5690.31,2027-07-04,1814720211018893236,436,7,True,False
RX05259,Levothyroxine 40mg,Hormone,Injection,100mg,73895-494-44,LOT264345,Sandoz,ER Satellite,9068,215,860,3010,0.47,4261.96,2026-11-19,1795107411018893236,209,42,False,False
RX05260,Prednisone 40mg,Steroid,Oral Solution,250mg,91804-881-55,LOT352003,Hikma,OR Satellite,1884,158,1896,2212,0.09,169.56,2026-10-21,1792601811018893236,180,11,True,False
RX05261,Methylprednisolone 40mg,Steroid,IV Bag,500mg,62052-142-76,LOT785206,Pfizer,Oncology Satellite,555,155,2170,2170,10.77,5977.35,2028-02-22,1834851411018893236,669,3,True,False
RX05262,Dexamethasone 40mg,Steroid,Patch,1000mg,71340-342-47,LOT839053,Johnson & Johnson,Pediatrics Satellite,770,139,695,1946,4.13,3180.1,2027-11-14,1826211411018893236,569,5,False,False
RX05263,Albuterol 40mg,Pulmonary,Inhaler,5mg/mL,88959-600-48,LOT577413,Merck,Pharmacy Main,95,223,892,3122,4.02,381.9,2026-11-25,1795625811018893236,215,0,True,False
RX05264,Ipratropium 40mg,Pulmonary,Suspension,10mg/mL,95747-560-69,LOT138735,AbbVie,ICU Satellite,1489,86,860,1204,5.77,8591.53,2026-10-02,1790960211018893236,161,17,False,False
RX05265,Budesonide 40mg,Pulmonary,Tablet,40mg,70138-646-18,LOT732453,Bristol-Myers Squibb,ER Satellite,2522,72,216,1008,19.71,49708.62,2027-10-20,1824051411018893236,544,35,False,False
RX05266,Sertraline 40mg,Psychiatric,Capsule,80mg,69076-338-88,LOT503645,Novartis,OR Satellite,1594,81,648,1134,0.63,1004.22,2027-10-19,1823965011018893236,543,19,False,False
RX05267,Escitalopram 40mg,Psychiatric,Injection,200mg,71622-310-61,LOT667735,Roche,Oncology Satellite,51,26,338,364,0.15,7.65,2026-11-21,1795280211018893236,211,1,True,False
RX05268,Fluoxetine 40mg,Psychiatric,Oral Solution,400mg,12644-400-24,LOT840044,Sanofi,Pediatrics Satellite,1582,233,699,3262,0.88,1392.16,2027-08-23,1819040211018893236,486,6,False,False
RX05269,Quetiapine 40mg,Psychiatric,IV Bag,25mg,38125-132-70,LOT997043,GlaxoSmithKline,Pharmacy Main,2570,174,1566,2436,3.38,8686.6,2027-12-09,1828371411018893236,594,14,False,False
RX05270,Haloperidol 40mg,Psychiatric,Patch,50mg,76355-567-94,LOT575973,AstraZeneca,ICU Satellite,426,184,2392,2576,2.08,886.08,2027-08-06,1817571411018893236,469,2,True,False
RX05271,Lorazepam 40mg,CNS,Inhaler,100mg,85520-702-22,LOT506014,Eli Lilly,ER Satellite,1387,207,2898,2898,4.31,5977.97,2027-05-18,1810659411018893236,389,6,True,False
RX05272,Diazepam 40mg,CNS,Suspension,250mg,50396-881-18,LOT224481,Amgen,OR Satellite,1894,83,415,1162,1.41,2670.54,2026-11-02,1793638611018893236,192,22,False,False
RX05273,Midazolam 40mg,CNS,Tablet,500mg,64995-560-24,LOT252449,Gilead Sciences,Oncology Satellite,137,10,80,140,7.98,1093.26,2027-06-03,1812041811018893236,405,13,False,False
RX05274,Phenytoin 40mg,CNS,Capsule,1000mg,18739-666-28,LOT981869,Baxter,Pediatrics Satellite,1954,100,1400,1400,2.1,4103.4,2026-08-20,1787245011018893236,118,19,False,False
RX05275,Levetiracetam 40mg,CNS,Injection,5mg/mL,83690-738-92,LOT989051,Fresenius Kabi,Pharmacy Main,6881,199,796,2786,8.72,60002.32,2026-08-27,1787849811018893236,125,34,False,False
RX05276,Gabapentin 40mg,CNS,Oral Solution,10mg/mL,98312-696-18,LOT754857,Hospira,ICU Satellite,3006,138,1794,1932,0.58,1743.48,2026-08-25,1787677011018893236,123,21,False,False
RX05277,Propofol 40mg,Anesthesia,IV Bag,40mg,55570-793-81,LOT916197,Mylan,ER Satellite,211,227,2951,3178,10.84,2287.24,2027-09-03,1819990611018893236,497,0,True,False
RX05278,Ketamine 40mg,Anesthesia,Patch,80mg,46451-319-68,LOT536550,Teva,OR Satellite,791,87,870,1218,6.4,5062.4,2028-03-09,1836233811018893236,685,9,True,False
RX05279,Succinylcholine 40mg,Anesthesia,Inhaler,200mg,74752-122-73,LOT961489,Sandoz,Oncology Satellite,328,54,432,756,10.46,3430.88,2027-10-10,1823187411018893236,534,6,True,False
RX05280,Methotrexate 40mg,Oncology,Suspension,400mg,81753-827-22,LOT384146,Hikma,Pediatrics Satellite,769,33,396,462,27.88,21439.72,2028-07-11,1846947411018893236,809,23,False,False
RX05281,Doxorubicin 40mg,Oncology,Tablet,25mg,45616-137-66,LOT487544,Pfizer,Pharmacy Main,18,193,579,2702,236.59,4258.62,2026-05-09,1778345811018893236,15,0,True,False
RX05282,Paclitaxel 40mg,Oncology,Capsule,50mg,26126-152-64,LOT427521,Johnson & Johnson,ICU Satellite,152,107,642,1498,441.81,67155.12,2028-05-10,1841590611018893236,747,1,True,False
RX05283,Acyclovir 40mg,Antiviral,Injection,100mg,63886-636-30,LOT285036,Merck,ER Satellite,910,250,3000,3500,2.11,1920.1,2027-07-20,1816102611018893236,452,3,True,False
RX05284,Oseltamivir 40mg,Antiviral,Oral Solution,250mg,50043-257-68,LOT316145,AbbVie,OR Satellite,4123,189,2457,2646,13.25,54629.75,2028-09-14,1852563411018893236,874,21,False,False
RX05285,Remdesivir 40mg,Antiviral,IV Bag,500mg,88539-252-57,LOT220489,Bristol-Myers Squibb,Oncology Satellite,1059,192,2304,2688,588.34,623052.06,2028-03-07,1836061011018893236,683,5,True,False
RX05286,Tacrolimus 40mg,Immunosuppressant,Patch,1000mg,63459-746-51,LOT389259,Novartis,Pediatrics Satellite,7871,206,2884,2884,75.93,597645.03,2026-09-25,1790355411018893236,154,38,False,False
RX05287,Mycophenolate 40mg,Immunosuppressant,Inhaler,5mg/mL,97424-844-41,LOT799216,Roche,Pharmacy Main,2083,116,1160,1624,9.28,19330.24,2028-07-13,1847120211018893236,811,17,False,False
RX05288,Calcium Carbonate 40mg,Supplement,Suspension,10mg/mL,86935-862-99,LOT249815,Sanofi,ICU Satellite,61,125,1750,1750,0.07,4.27,2027-02-03,1801673811018893236,285,0,True,False
RX05289,Vitamin D3 40mg,Supplement,Tablet,40mg,74954-570-25,LOT685362,GlaxoSmithKline,ER Satellite,2924,92,1104,1288,0.49,1432.76,2026-05-05,1778000211018893236,11,31,False,False
RX05290,Iron Sulfate 40mg,Supplement,Capsule,80mg,72320-396-38,LOT834674,AstraZeneca,OR Satellite,821,84,252,1176,0.27,221.67,2028-05-04,1841072211018893236,741,9,False,False
RX05291,Folic Acid 40mg,Supplement,Injection,200mg,17716-147-47,LOT226791,Eli Lilly,Oncology Satellite,15,7,35,98,0.11,1.65,2027-03-03,1804093011018893236,313,2,True,False
RX05292,Potassium Chloride 40mg,Electrolyte,Oral Solution,400mg,70928-460-28,LOT603627,Amgen,Pediatrics Satellite,209,53,689,742,1.03,215.27,2027-04-20,1808240211018893236,361,3,True,False
RX05293,Sodium Bicarbonate 40mg,Electrolyte,IV Bag,25mg,85452-823-98,LOT591481,Gilead Sciences,Pharmacy Main,448,200,800,2800,1.34,600.32,2026-08-16,1786899411018893236,114,2,True,False
RX05294,Magnesium Sulfate 40mg,Electrolyte,Patch,50mg,11215-520-47,LOT287116,Baxter,ICU Satellite,440,28,168,392,1.92,844.8,2028-04-07,1838739411018893236,714,15,False,False
RX05295,Normal Saline 0.9% 40mg,IV Fluid,Inhaler,100mg,13082-804-47,LOT320892,Fresenius Kabi,ER Satellite,1288,180,2160,2520,3.35,4314.8,2028-03-16,1836838611018893236,692,7,True,False
RX05296,Lactated Ringer's 40mg,IV Fluid,Suspension,250mg,70536-507-27,LOT276108,Hospira,OR Satellite,824,133,1330,1862,4.6,3790.4,2028-09-25,1853513811018893236,885,6,True,False
RX05297,Dextrose 5% 40mg,IV Fluid,Tablet,500mg,42319-173-60,LOT771455,Mylan,Oncology Satellite,283,219,1095,3066,2.5,707.5,2028-04-03,1838393811018893236,710,1,True,False
RX05298,Albumin 25% 40mg,IV Fluid,Capsule,1000mg,65182-379-71,LOT232236,Teva,Pediatrics Satellite,273,61,488,854,178.87,48831.51,2027-08-14,1818262611018893236,477,4,True,False
RX05299,Aspirin 40mg,Analgesic,Injection,5mg/mL,77157-261-93,LOT146979,Sandoz,Pharmacy Main,221,87,609,1218,0.25,55.25,2027-04-07,1807117011018893236,348,2,True,False
RX05300,Naproxen 40mg,Analgesic,Oral Solution,10mg/mL,24090-427-99,LOT467967,Hikma,ICU Satellite,1785,176,2112,2464,0.4,714.0,2026-03-31,1774976211018893236,-24,10,True,True
RX05301,Celecoxib 40mg,Analgesic,IV Bag,40mg,41137-363-13,LOT835651,Pfizer,ER Satellite,416,10,50,140,3.69,1535.04,2027-04-16,1807894611018893236,357,41,False,False
RX05302,Amoxicillin 80mg,Antibiotic,Patch,80mg,98082-156-65,LOT502525,Johnson & Johnson,OR Satellite,1854,161,644,2254,0.47,871.38,2028-08-11,1849625811018893236,840,11,False,False
RX05303,Azithromycin 80mg,Antibiotic,Inhaler,200mg,52509-339-91,LOT287443,Merck,Oncology Satellite,1662,114,912,1596,3.56,5916.72,2026-12-28,1798477011018893236,248,14,False,False
RX05304,Ciprofloxacin 80mg,Antibiotic,Suspension,400mg,63985-678-45,LOT332002,AbbVie,Pediatrics Satellite,642,73,949,1022,2.92,1874.64,2026-07-04,1783184211018893236,71,8,True,False
RX05305,Doxycycline 80mg,Antibiotic,Tablet,25mg,19604-577-80,LOT797858,Bristol-Myers Squibb,Pharmacy Main,1436,87,435,1218,1.39,1996.04,2027-08-04,1817398611018893236,467,16,False,False
RX05306,Vancomycin 80mg,Antibiotic,Capsule,50mg,53637-563-38,LOT295864,Novartis,ICU Satellite,17,5,30,70,9.18,156.06,2027-08-23,1819040211018893236,486,3,True,False
RX05307,Meropenem 80mg,Antibiotic,Injection,100mg,95657-673-59,LOT411020,Roche,ER Satellite,387,31,310,434,51.26,19837.62,2028-08-03,1848934611018893236,832,12,False,False
RX05308,Piperacillin-Tazobactam 80mg,Antibiotic,Oral Solution,250mg,25616-130-66,LOT111675,Sanofi,OR Satellite,1524,93,465,1302,17.29,26349.96,2027-05-02,1809277011018893236,373,16,False,False
RX05309,Metronidazole 80mg,Antibiotic,IV Bag,500mg,30504-737-57,LOT137872,GlaxoSmithKline,Oncology Satellite,2993,190,1900,2660,1.28,3831.04,2026-03-18,1773853011018893236,-37,15,False,True
RX05310,Clindamycin 80mg,Antibiotic,Patch,1000mg,47918-194-26,LOT909962,AstraZeneca,Pediatrics Satellite,2177,145,1450,2030,6.69,14564.13,2028-09-05,1851785811018893236,865,15,False,False
RX05311,Trimethoprim-Sulfamethoxazole 80mg,Antibiotic,Inhaler,5mg/mL,95957-277-50,LOT688582,Eli Lilly,Pharmacy Main,1193,50,700,700,1.28,1527.04,2027-09-20,1821459411018893236,514,23,False,False
RX05312,Metformin 80mg,Antidiabetic,Suspension,10mg/mL,13270-135-59,LOT779642,Amgen,ICU Satellite,1232,103,927,1442,0.29,357.28,2026-11-17,1794934611018893236,207,11,False,False
RX05313,Insulin Glargine 80mg,Antidiabetic,Tablet,40mg,86988-993-67,LOT828537,Gilead Sciences,ER Satellite,708,49,196,686,33.3,23576.4,2027-03-19,1805475411018893236,329,14,False,False
RX05314,Insulin Lispro 80mg,Antidiabetic,Capsule,80mg,78286-356-85,LOT450827,Baxter,OR Satellite,618,245,2940,3430,63.77,39409.86,2026-10-01,1790873811018893236,160,2,True,False
RX05315,Glipizide 80mg,Antidiabetic,Injection,200mg,42922-926-52,LOT655703,Fresenius Kabi,Oncology Satellite,88,57,570,798,0.32,28.16,2028-06-08,1844096211018893236,776,1,True,False
RX05316,Sitagliptin 80mg,Antidiabetic,Oral Solution,400mg,30906-214-35,LOT381903,Hospira,Pediatrics Satellite,67,167,2004,2338,19.42,1301.14,2027-07-27,1816707411018893236,459,0,True,False
RX05317,Empagliflozin 80mg,Antidiabetic,IV Bag,25mg,51922-252-99,LOT943613,Mylan,Pharmacy Main,406,108,756,1512,26.31,10681.86,2028-02-07,1833555411018893236,654,3,True,False
RX05318,Lisinopril 80mg,Antihypertensive,Patch,50mg,28499-230-96,LOT929282,Teva,ICU Satellite,6308,236,1888,3304,0.13,820.04,2026-11-19,1795107411018893236,209,26,False,False
RX05319,Amlodipine 80mg,Antihypertensive,Inhaler,100mg,10316-209-44,LOT653674,Sandoz,ER Satellite,160,68,952,952,0.5,80.0,2028-01-31,1832950611018893236,647,2,True,False
RX05320,Losartan 80mg,Antihypertensive,Suspension,250mg,90664-671-78,LOT385705,Hikma,OR Satellite,343,178,2136,2492,0.59,202.37,2028-03-16,1836838611018893236,692,1,True,False
RX05321,Metoprolol 80mg,Antihypertensive,Tablet,500mg,49589-667-95,LOT901436,Pfizer,Oncology Satellite,307,13,169,182,0.22,67.54,2026-11-22,1795366611018893236,212,23,False,False
RX05322,Carvedilol 80mg,Antihypertensive,Capsule,1000mg,24413-599-86,LOT361870,Johnson & Johnson,Pediatrics Satellite,1956,236,1180,3304,0.69,1349.64,2028-09-10,1852217811018893236,870,8,False,False
RX05323,Hydralazine 80mg,Antihypertensive,Injection,5mg/mL,87695-722-11,LOT445715,Merck,Pharmacy Main,8,4,12,56,1.13,9.04,2027-02-04,1801760211018893236,286,2,True,False
RX05324,Atorvastatin 80mg,Lipid-lowering,Oral Solution,10mg/mL,12107-297-37,LOT396348,AbbVie,ICU Satellite,8320,220,660,3080,0.19,1580.8,2027-09-20,1821459411018893236,514,37,False,False
RX05325,Rosuvastatin 80mg,Lipid-lowering,IV Bag,40mg,24720-811-16,LOT455575,Bristol-Myers Squibb,ER Satellite,348,184,552,2576,1.28,445.44,2027-09-27,1822064211018893236,521,1,True,False
RX05326,Simvastatin 80mg,Lipid-lowering,Patch,80mg,96152-542-85,LOT718973,Novartis,OR Satellite,698,98,1274,1372,0.59,411.82,2027-08-22,1818953811018893236,485,7,True,False
RX05327,Omeprazole 80mg,GI,Inhaler,200mg,18976-199-62,LOT835738,Roche,Oncology Satellite,94,11,44,154,0.31,29.14,2028-05-14,1841936211018893236,751,8,False,False
RX05328,Pantoprazole 80mg,GI,Suspension,400mg,93410-176-30,LOT404728,Sanofi,Pediatrics Satellite,2485,108,972,1512,1.08,2683.8,2026-04-01,1775062611018893236,-23,23,False,True
RX05329,Ondansetron 80mg,GI,Tablet,25mg,76285-217-29,LOT839930,GlaxoSmithKline,Pharmacy Main,3670,233,2097,3262,1.4,5138.0,2028-05-12,1841763411018893236,749,15,False,False
RX05330,Metoclopramide 80mg,GI,Capsule,50mg,16759-568-44,LOT752103,AstraZeneca,ICU Satellite,4290,177,1062,2478,1.2,5148.0,2027-04-20,1808240211018893236,361,24,False,False
RX05331,Famotidine 80mg,GI,Injection,100mg,52078-713-19,LOT988390,Eli Lilly,ER Satellite,2158,132,1584,1848,1.44,3107.52,2028-09-18,1852909011018893236,878,16,False,False
RX05332,Morphine 80mg,Analgesic,Oral Solution,250mg,39372-180-43,LOT881280,Amgen,OR Satellite,9,46,552,644,1.0,9.0,2026-08-09,1786294611018893236,107,0,True,False
RX05333,Oxycodone 80mg,Analgesic,IV Bag,500mg,25726-877-63,LOT509723,Gilead Sciences,Oncology Satellite,1709,112,1456,1568,3.38,5776.42,2027-03-07,1804438611018893236,317,15,False,False
RX05334,Hydrocodone 80mg,Analgesic,Patch,1000mg,47409-688-89,LOT462139,Baxter,Pediatrics Satellite,2098,92,1196,1288,1.53,3209.94,2026-06-16,1781629011018893236,53,22,False,False
RX05335,Tramadol 80mg,Analgesic,Inhaler,5mg/mL,61916-397-93,LOT205305,Fresenius Kabi,Pharmacy Main,620,219,1314,3066,2.17,1345.4,2027-08-05,1817485011018893236,468,2,True,False
RX05336,Fentanyl 80mg,Analgesic,Suspension,10mg/mL,83864-998-51,LOT299261,Hospira,ICU Satellite,1440,103,309,1442,14.64,21081.6,2027-09-02,1819904211018893236,496,13,False,False
RX05337,Ketorolac 80mg,Analgesic,Tablet,40mg,29365-377-80,LOT612960,Mylan,ER Satellite,520,205,1230,2870,2.15,1118.0,2026-04-02,1775149011018893236,-22,2,True,True
RX05338,Ibuprofen 80mg,Analgesic,Capsule,80mg,38517-785-82,LOT481759,Teva,OR Satellite,192,100,500,1400,0.09,17.28,2027-05-07,1809709011018893236,378,1,True,False
RX05339,Acetaminophen 80mg,Analgesic,Injection,200mg,25541-616-11,LOT821241,Sandoz,Oncology Satellite,4014,210,1470,2940,0.23,923.22,2027-02-01,1801501011018893236,283,19,False,False
RX05340,Naloxone 80mg,Emergency,Oral Solution,400mg,14736-630-38,LOT486917,Hikma,Pediatrics Satellite,819,84,1008,1176,60.6,49631.4,2026-11-16,1794848211018893236,206,9,True,False
RX05341,Epinephrine 80mg,Emergency,IV Bag,25mg,77496-643-55,LOT692024,Pfizer,Pharmacy Main,1143,71,355,994,56.54,64625.22,2028-01-30,1832864211018893236,646,16,False,False
RX05342,Atropine 80mg,Emergency,Patch,50mg,90204-492-57,LOT499392,Johnson & Johnson,ICU Satellite,1023,141,1692,1974,5.3,5421.9,2026-09-02,1788368211018893236,131,7,True,False
RX05343,Adenosine 80mg,Emergency,Inhaler,100mg,64366-929-28,LOT580755,Merck,ER Satellite,728,158,1264,2212,42.04,30605.12,2028-01-19,1831913811018893236,635,4,True,False
RX05344,Amiodarone 80mg,Cardiac,Suspension,250mg,20866-925-32,LOT592842,AbbVie,OR Satellite,284,113,678,1582,25.24,7168.16,2027-05-08,1809795411018893236,379,2,True,False
RX05345,Digoxin 80mg,Cardiac,Tablet,500mg,89604-820-54,LOT455692,Bristol-Myers Squibb,Oncology Satellite,520,89,356,1246,1.43,743.6,2027-09-06,1820249811018893236,500,5,False,False
RX05346,Furosemide 80mg,Cardiac,Capsule,1000mg,31102-902-27,LOT638886,Novartis,Pediatrics Satellite,4595,164,2296,2296,1.15,5284.25,2028-05-15,1842022611018893236,752,28,False,False
RX05347,Warfarin 80mg,Anticoagulant,Injection,5mg/mL,13504-530-26,LOT691426,Roche,Pharmacy Main,29,6,60,84,1.07,31.03,2026-05-31,1780246611018893236,37,4,True,False
RX05348,Heparin 80mg,Anticoagulant,Oral Solution,10mg/mL,96578-876-83,LOT400169,Sanofi,ICU Satellite,1776,77,231,1078,11.74,20850.24,2026-07-24,1784912211018893236,91,23,False,False
RX05349,Enoxaparin 80mg,Anticoagulant,IV Bag,40mg,22515-959-92,LOT395566,GlaxoSmithKline,ER Satellite,914,70,560,980,14.83,13554.62,2028-01-21,1832086611018893236,637,13,False,False
RX05350,Clopidogrel 80mg,Anticoagulant,Patch,80mg,34415-344-99,LOT229704,AstraZeneca,OR Satellite,2544,180,720,2520,4.66,11855.04,2026-04-10,1775840211018893236,-14,14,False,True
RX05351,Apixaban 80mg,Anticoagulant,Inhaler,200mg,71428-977-83,LOT768098,Eli Lilly,Oncology Satellite,3532,213,2769,2982,24.94,88088.08,2028-04-14,1839344211018893236,721,16,False,False
RX05352,Levothyroxine 80mg,Hormone,Suspension,400mg,43686-581-71,LOT777274,Amgen,Pediatrics Satellite,216,14,182,196,1.16,250.56,2027-07-21,1816189011018893236,453,15,False,False
RX05353,Prednisone 80mg,Steroid,Tablet,25mg,20416-777-17,LOT409618,Gilead Sciences,Pharmacy Main,1538,164,492,2296,0.84,1291.92,2028-03-08,1836147411018893236,684,9,False,False
RX05354,Methylprednisolone 80mg,Steroid,Capsule,50mg,71377-966-81,LOT281840,Baxter,ICU Satellite,29,2,22,28,4.09,118.61,2026-11-21,1795280211018893236,211,14,False,False
RX05355,Dexamethasone 80mg,Steroid,Injection,100mg,71443-828-70,LOT924021,Fresenius Kabi,ER Satellite,405,102,408,1428,2.96,1198.8,2027-12-27,1829926611018893236,612,3,True,False
RX05356,Albuterol 80mg,Pulmonary,Oral Solution,250mg,47028-245-27,LOT440265,Hospira,OR Satellite,2639,160,960,2240,5.31,14013.09,2026-09-18,1789750611018893236,147,16,False,False
RX05357,Ipratropium 80mg,Pulmonary,IV Bag,500mg,26796-468-73,LOT600058,Mylan,Oncology Satellite,925,56,672,784,2.11,1951.75,2026-07-20,1784566611018893236,87,16,False,False
RX05358,Budesonide 80mg,Pulmonary,Patch,1000mg,98401-447-16,LOT272863,Teva,Pediatrics Satellite,933,117,1170,1638,9.16,8546.28,2026-11-23,1795453011018893236,213,7,True,False
RX05359,Sertraline 80mg,Psychiatric,Inhaler,5mg/mL,22220-202-46,LOT651898,Sandoz,Pharmacy Main,1067,29,319,406,0.48,512.16,2028-08-24,1850749011018893236,853,36,False,False
RX05360,Escitalopram 80mg,Psychiatric,Suspension,10mg/mL,79631-335-84,LOT967282,Hikma,ICU Satellite,142,81,486,1134,0.64,90.88,2028-03-07,1836061011018893236,683,1,True,False
RX05361,Fluoxetine 80mg,Psychiatric,Tablet,40mg,49024-280-12,LOT894946,Pfizer,ER Satellite,2003,103,1133,1442,0.55,1101.65,2028-07-09,1846774611018893236,807,19,False,False
RX05362,Quetiapine 80mg,Psychiatric,Capsule,80mg,92031-808-85,LOT909351,Johnson & Johnson,OR Satellite,4675,193,1930,2702,4.55,21271.25,2027-02-12,1802451411018893236,294,24,False,False
